invoice_id,StockCode,product_name,quantity,transaction_date,unit_price,customer_id,country,total_line_value
558570,22208,WOOD STAMP SET THANK YOU,6,30/06/11,0.83,17673,United Kingdom,4.98
558571,22418,10 COLOUR SPACEBOY PEN,24,30/06/11,0.85,17017,United Kingdom,20.4
558625,22150,3 STRIPEY MICE FELTCRAFT,18,30/06/11,1.95,14132,United Kingdom,35.1
558630,22667,RECIPE BOX RETROSPOT,6,30/06/11,2.95,15615,United Kingdom,17.7
558634,48188,DOORMAT WELCOME PUPPIES,2,30/06/11,7.95,14506,United Kingdom,15.9
558638,23170,REGENCY TEA PLATE ROSES,12,07/01/11,1.65,16317,United Kingdom,19.8
558640,21094,SET/6 RED SPOTTY PAPER PLATES,12,07/01/11,0.85,14911,EIRE,10.2
558641,82600,NO SINGING METAL SIGN,12,07/01/11,2.10,17865,United Kingdom,25.2
558684,22271,FELTCRAFT DOLL ROSIE,6,07/01/11,2.95,14016,EIRE,17.7
558685,23171,REGENCY TEA PLATE GREEN,12,07/01/11,1.65,17706,United Kingdom,19.8
558685,23209,LUNCH BAG DOILEY PATTERN,10,07/01/11,1.65,17706,United Kingdom,16.5
558696,23202,JUMBO BAG VINTAGE LEAF,10,07/01/11,2.08,16746,United Kingdom,20.8
558696,20724,RED RETROSPOT CHARLOTTE BAG,10,07/01/11,0.85,16746,United Kingdom,8.5
558700,21243,PINK POLKADOT PLATE,1,07/01/11,1.69,17920,United Kingdom,1.69
558700,20977,36 PENCILS TUBE WOODLAND,1,07/01/11,1.25,17920,United Kingdom,1.25
558700,21967,PACK OF 12 SKULL TISSUES,2,07/01/11,0.29,17920,United Kingdom,0.58
558700,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,07/01/11,0.42,17920,United Kingdom,0.84
558702,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2,07/01/11,3.29,12748,United Kingdom,6.58
558702,22557,PLASTERS IN TIN VINTAGE PAISLEY,1,07/01/11,1.65,12748,United Kingdom,1.65
558702,22107,PIZZA PLATE IN BOX,1,07/01/11,3.75,12748,United Kingdom,3.75
558709,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,07/01/11,7.90,17338,United Kingdom,15.8
558709,22300,COFFEE MUG DOG + BALL DESIGN,6,07/01/11,2.55,17338,United Kingdom,15.3
558711,79063C,"RETRO PILL BOX KEY CHAIN,THE KING",1,07/01/11,0.19,15483,United Kingdom,0.19
558714,22371,AIRLINE BAG VINTAGE TOKYO 78,2,07/01/11,4.25,17888,United Kingdom,8.5
558721,23081,GREEN METAL BOX ARMY SUPPLIES,1,07/01/11,8.25,14338,United Kingdom,8.25
558731,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,07/01/11,1.45,13285,United Kingdom,17.4
558731,22385,JUMBO BAG SPACEBOY DESIGN,10,07/01/11,2.08,13285,United Kingdom,20.8
558747,22423,REGENCY CAKESTAND 3 TIER,16,07/03/11,10.95,15465,United Kingdom,175.2
558748,22149,FELTCRAFT 6 FLOWER FRIENDS,10,07/03/11,2.10,17800,United Kingdom,21
558749,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,1,07/03/11,0.42,16326,United Kingdom,0.42
558751,20761,BLUE PAISLEY SKETCHBOOK,1,07/03/11,3.75,16009,United Kingdom,3.75
558751,21555,CERAMIC STRAWBERRY TRINKET TRAY,1,07/03/11,2.55,16009,United Kingdom,2.55
558751,84987,SET OF 36 TEATIME PAPER DOILIES,2,07/03/11,1.45,16009,United Kingdom,2.9
558752,22381,TOY TIDY PINK POLKADOT,4,07/03/11,2.10,16931,United Kingdom,8.4
558756,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,07/03/11,5.95,12843,United Kingdom,17.85
558756,23207,LUNCH BAG ALPHABET DESIGN,10,07/03/11,1.65,12843,United Kingdom,16.5
558758,21034,REX CASH+CARRY JUMBO SHOPPER,2,07/03/11,0.95,17939,United Kingdom,1.9
558761,22315,200 RED + WHITE BENDY STRAWS,2,07/03/11,1.25,15033,United Kingdom,2.5
558765,21696,SMALL SILVER TRELLIS CANDLEPOT,6,07/03/11,2.95,17312,United Kingdom,17.7
558771,22156,HEART DECORATION WITH PEARLS,6,07/03/11,0.85,17105,United Kingdom,5.1
558772,22469,HEART OF WICKER SMALL,2,07/03/11,1.65,15007,United Kingdom,3.3
558812,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,24,07/04/11,0.79,16265,United Kingdom,18.96
558813,21936,RED RETROSPOT PICNIC BAG,10,07/04/11,2.95,12682,France,29.5
558860,47559B,TEA TIME OVEN GLOVE,1,07/04/11,1.25,17975,United Kingdom,1.25
558861,23322,LARGE WHITE HEART OF WICKER,6,07/04/11,2.95,13373,United Kingdom,17.7
558862,21790,VINTAGE SNAP CARDS,12,07/04/11,0.85,13901,United Kingdom,10.2
558863,23104,IVORY CAFE HANGING LAMP,3,07/04/11,12.50,17243,United Kingdom,37.5
558872,15056P,EDWARDIAN PARASOL PINK,12,07/04/11,5.95,17464,United Kingdom,71.4
558872,17003,BROCADE RING PURSE,144,07/04/11,0.29,17464,United Kingdom,41.76
558876,22327,ROUND SNACK BOXES SET OF 4 SKULLS,4,07/04/11,2.95,17841,United Kingdom,11.8
558876,22671,FRENCH LAUNDRY SIGN BLUE METAL,3,07/04/11,1.65,17841,United Kingdom,4.95
558876,22384,LUNCH BAG PINK POLKADOT,1,07/04/11,1.65,17841,United Kingdom,1.65
558881,48184,DOORMAT ENGLISH ROSE,2,07/04/11,7.95,12705,Germany,15.9
558888,84970S,HANGING HEART ZINC T-LIGHT HOLDER,6,07/04/11,0.85,14056,United Kingdom,5.1
558906,21733,RED HANGING HEART T-LIGHT HOLDER,2,07/04/11,2.95,15555,United Kingdom,5.9
558906,22030,SWALLOWS GREETING CARD,12,07/04/11,0.42,15555,United Kingdom,5.04
558906,21872,GLAMOROUS MUG,1,07/04/11,1.25,15555,United Kingdom,1.25
558906,22996,TRAVEL CARD WALLET VINTAGE TICKET,10,07/04/11,0.42,15555,United Kingdom,4.2
558908,21210,SET OF 72 RETROSPOT PAPER DOILIES,12,07/05/11,1.45,13338,United Kingdom,17.4
558911,21912,VINTAGE SNAKES & LADDERS,4,07/05/11,3.75,14189,United Kingdom,15
558926,23201,JUMBO BAG ALPHABET,10,07/05/11,2.08,17469,United Kingdom,20.8
558963,23302,KNEELING MAT HOUSEWORK DESIGN,48,07/05/11,1.45,14235,United Kingdom,69.6
558995,22430,ENAMEL WATERING CAN CREAM,4,07/05/11,4.95,17671,United Kingdom,19.8
559000,21755,LOVE BUILDING BLOCK WORD,2,07/05/11,5.95,14099,United Kingdom,11.9
559004,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,07/05/11,2.08,12428,Finland,20.8
559017,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,07/05/11,1.65,14034,United Kingdom,8.25
559018,21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,3,07/05/11,1.65,18203,United Kingdom,4.95
559027,48188,DOORMAT WELCOME PUPPIES,2,07/05/11,7.95,17046,United Kingdom,15.9
559034,22384,LUNCH BAG PINK POLKADOT,10,07/05/11,1.65,13109,United Kingdom,16.5
559056,84660B,BLACK STITCHED WALL CLOCK,4,07/06/11,3.75,14645,United Kingdom,15
559057,82482,WOODEN PICTURE FRAME WHITE FINISH,12,07/06/11,2.55,13089,United Kingdom,30.6
559058,16048,TEATIME ROUND PENCIL SHARPENER,24,07/06/11,0.12,12407,Belgium,2.88
559068,23209,LUNCH BAG DOILEY PATTERN,1,07/06/11,1.65,17841,United Kingdom,1.65
559068,23207,LUNCH BAG ALPHABET DESIGN,1,07/06/11,1.65,17841,United Kingdom,1.65
559109,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,07/06/11,8.50,15021,United Kingdom,8.5
559123,22115,METAL SIGN EMPIRE TEA,3,07/06/11,0.79,17341,United Kingdom,2.37
559132,23310,BUBBLEGUM RING ASSORTED,36,07/06/11,0.42,15053,United Kingdom,15.12
559133,23255,CHILDRENS CUTLERY CIRCUS PARADE,2,07/06/11,4.15,17861,United Kingdom,8.3
559133,21987,PACK OF 6 SKULL PAPER CUPS,2,07/06/11,0.65,17861,United Kingdom,1.3
559134,23078,ICE CREAM PEN LIP GLOSS,24,07/06/11,1.25,12700,France,30
559142,22853,CAT BOWL VINTAGE CREAM,6,07/06/11,3.25,17719,United Kingdom,19.5
559143,22477,WATERING CAN GARDEN MARKER,1,07/06/11,1.25,15581,United Kingdom,1.25
559146,23240,SET OF 4 KNICK KNACK TINS DOILEY,6,07/06/11,4.15,12921,United Kingdom,24.9
559154,20941,FROG CANDLE,5,07/06/11,1.25,17045,United Kingdom,6.25
559158,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,07/06/11,1.65,17428,United Kingdom,9.9
559169,21499,BLUE POLKADOT WRAP,50,07/06/11,0.42,16722,United Kingdom,21
559171,47566,PARTY BUNTING,4,07/07/11,4.95,17651,United Kingdom,19.8
559202,37327,ASSTD MULTICOLOUR CIRCLES MUG,48,07/07/11,0.39,13583,United Kingdom,18.72
559202,85017B,ENVELOPE 50 BLOSSOM IMAGES,12,07/07/11,0.42,13583,United Kingdom,5.04
559289,84836,ZINC METAL HEART DECORATION,3,07/07/11,1.25,15719,United Kingdom,3.75
559289,22921,HERB MARKER CHIVES,1,07/07/11,0.65,15719,United Kingdom,0.65
559302,21623,VINTAGE UNION JACK MEMOBOARD,1,07/07/11,9.95,14527,United Kingdom,9.95
559307,22730,ALARM CLOCK BAKELIKE IVORY,4,07/07/11,3.75,15356,United Kingdom,15
559307,21908,CHOCOLATE THIS WAY METAL SIGN,3,07/07/11,2.10,15356,United Kingdom,6.3
559308,23209,LUNCH BAG DOILEY PATTERN,10,07/07/11,1.65,13158,United Kingdom,16.5
559312,22624,IVORY KITCHEN SCALES,2,07/07/11,8.50,14180,United Kingdom,17
559316,22386,JUMBO BAG PINK POLKADOT,10,07/07/11,2.08,12647,Germany,20.8
559317,23093,SMALL PARISIENNE HEART PHOTO FRAME,2,07/07/11,2.49,17611,United Kingdom,4.98
559317,22778,GLASS CLOCHE SMALL,2,07/07/11,3.95,17611,United Kingdom,7.9
559317,82494L,WOODEN FRAME ANTIQUE WHITE,2,07/07/11,2.95,17611,United Kingdom,5.9
559318,21915,RED HARMONICA IN BOX,3,07/07/11,1.25,18013,United Kingdom,3.75
559355,22215,CAKE STAND WHITE TWO TIER LACE,2,07/07/11,8.50,17007,United Kingdom,17
559357,23209,LUNCH BAG DOILEY PATTERN,20,07/07/11,1.65,17107,United Kingdom,33
559357,21955,DOORMAT UNION JACK GUNS AND ROSES,10,07/07/11,6.75,17107,United Kingdom,67.5
559359,84978,HANGING HEART JAR T-LIGHT HOLDER,6,07/07/11,1.25,14702,United Kingdom,7.5
559362,22398,MAGNETS PACK OF 4 SWALLOWS,12,07/08/11,1.25,12635,Germany,15
559367,23014,GLASS APOTHECARY BOTTLE ELIXIR,4,07/08/11,3.95,13013,United Kingdom,15.8
559368,23200,JUMBO BAG PEARS,10,07/08/11,2.08,17031,United Kingdom,20.8
559372,22129,PARTY CONES CANDY TREE DECORATION,12,07/08/11,0.85,12461,Switzerland,10.2
559418,21239,PINK POLKADOT CUP,8,07/08/11,0.85,12681,France,6.8
559421,22131,FOOD CONTAINER SET 3 LOVE HEART,6,07/08/11,1.95,12648,Germany,11.7
559422,84279P,CHERRY BLOSSOM DECORATIVE FLASK,4,07/08/11,3.75,12553,France,15
559436,23183,MOTHER'S KITCHEN SPOON REST,1,07/08/11,3.75,15901,United Kingdom,3.75
559457,22423,REGENCY CAKESTAND 3 TIER,6,07/08/11,12.75,14918,United Kingdom,76.5
559460,22900,SET 2 TEA TOWELS I LOVE LONDON,6,07/08/11,3.25,13862,United Kingdom,19.5
559464,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,07/08/11,0.42,15157,United Kingdom,6.72
559465,22327,ROUND SNACK BOXES SET OF 4 SKULLS,5,07/08/11,2.95,14680,United Kingdom,14.75
559477,22782,SET 3 WICKER STORAGE BASKETS,2,07/08/11,24.95,14315,United Kingdom,49.9
559509,23286,BLUE VINTAGE SPOT BEAKER,2,07/08/11,0.85,15920,United Kingdom,1.7
559512,22379,RECYCLING BAG RETROSPOT,10,07/08/11,2.10,14188,United Kingdom,21
559513,21989,PACK OF 20 SKULL PAPER NAPKINS,2,07/08/11,0.85,14534,United Kingdom,1.7
559513,85014B,RED RETROSPOT UMBRELLA,1,07/08/11,5.95,14534,United Kingdom,5.95
559523,21733,RED HANGING HEART T-LIGHT HOLDER,1,07/08/11,2.95,13955,United Kingdom,2.95
559525,22294,HEART FILIGREE DOVE SMALL,48,07/10/11,1.25,16923,United Kingdom,60
559526,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,07/10/11,1.65,15756,United Kingdom,1.65
559529,22434,BALLOON PUMP WITH 10 BALLOONS,4,07/10/11,1.95,14808,United Kingdom,7.8
559537,23067,HANGING ENGRAVED METAL HEART,3,07/10/11,4.15,14472,United Kingdom,12.45
559539,21455,PAINTED YELLOW WOODEN DAISY,3,07/10/11,0.85,18024,United Kingdom,2.55
559543,21581,SKULLS DESIGN COTTON TOTE BAG,1,07/10/11,2.25,17126,United Kingdom,2.25
559544,21207,SKULL AND CROSSBONES GARLAND,1,07/10/11,1.65,17126,United Kingdom,1.65
559545,22594,CHRISTMAS GINGHAM TREE,4,07/10/11,0.85,15467,United Kingdom,3.4
559546,22619,SET OF 6 SOLDIER SKITTLES,6,07/10/11,3.75,14163,United Kingdom,22.5
559549,84596G,SMALL CHOCOLATES PINK BOWL,3,07/10/11,0.42,13230,United Kingdom,1.26
559549,21470,FLOWER VINE RAFFIA FOOD COVER,1,07/10/11,3.75,13230,United Kingdom,3.75
559552,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,1,07/10/11,2.10,16014,United Kingdom,2.1
559554,22776,SWEETHEART CAKESTAND 3 TIER,12,07/11/11,8.50,14258,United Kingdom,102
559557,21232,STRAWBERRY CERAMIC TRINKET BOX,12,07/11/11,1.25,17444,Canada,15
559557,22098,BOUDOIR SQUARE TISSUE BOX,36,07/11/11,0.39,17444,Canada,14.04
559557,23157,SET OF 6 NATIVITY MAGNETS,12,07/11/11,2.08,17444,Canada,24.96
559636,23298,SPOTTY BUNTING,3,07/11/11,4.95,13058,United Kingdom,14.85
559641,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,10,07/11/11,0.39,13184,United Kingdom,3.9
559652,21210,SET OF 72 RETROSPOT PAPER DOILIES,12,07/11/11,1.45,17164,United Kingdom,17.4
559656,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,07/11/11,1.25,13675,United Kingdom,15
559660,22727,ALARM CLOCK BAKELIKE RED,6,07/11/11,3.75,16701,United Kingdom,22.5
559665,71053,WHITE METAL LANTERN,2,07/11/11,3.75,12556,Spain,7.5
559665,21145,ANTIQUE GLASS PLACE SETTING,12,07/11/11,1.25,12556,Spain,15
559665,22667,RECIPE BOX RETROSPOT,1,07/11/11,2.95,12556,Spain,2.95
559672,84596F,SMALL MARSHMALLOWS PINK BOWL,8,07/11/11,0.42,14796,United Kingdom,3.36
559672,84596L,BISCUITS SMALL BOWL LIGHT BLUE,8,07/11/11,0.42,14796,United Kingdom,3.36
559672,37446,MINI CAKE STAND WITH HANGING CAKES,1,07/11/11,1.45,14796,United Kingdom,1.45
559672,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,3,07/11/11,0.39,14796,United Kingdom,1.17
559673,20726,LUNCH BAG WOODLAND,10,07/11/11,1.65,13224,United Kingdom,16.5
559676,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,07/11/11,1.65,17340,United Kingdom,19.8
559676,22730,ALARM CLOCK BAKELIKE IVORY,4,07/11/11,3.75,17340,United Kingdom,15
559676,82482,WOODEN PICTURE FRAME WHITE FINISH,18,07/11/11,2.55,17340,United Kingdom,45.9
559676,22781,GUMBALL MAGAZINE RACK,6,07/11/11,7.65,17340,United Kingdom,45.9
559678,21001,ROSE DU SUD WASHBAG,1,07/11/11,5.95,16033,United Kingdom,5.95
559691,23205,CHARLOTTE BAG VINTAGE ALPHABET,10,07/11/11,0.85,13089,United Kingdom,8.5
559697,47590B,PINK HAPPY BIRTHDAY BUNTING,1,07/11/11,5.45,15577,United Kingdom,5.45
559698,21452,TOADSTOOL MONEY BOX,2,07/11/11,2.95,17589,United Kingdom,5.9
559782,22797,CHEST OF DRAWERS GINGHAM HEART,2,07/12/11,16.95,12722,France,33.9
559783,20676,RED RETROSPOT BOWL,8,07/12/11,1.25,13069,United Kingdom,10
559804,22716,CARD CIRCUS PARADE,12,07/12/11,0.42,17405,United Kingdom,5.04
559804,22717,CARD DOG AND BALL,12,07/12/11,0.42,17405,United Kingdom,5.04
559806,22715,CARD WEDDING DAY,12,07/12/11,0.42,13311,United Kingdom,5.04
559807,22679,FRENCH BLUE METAL DOOR SIGN 4,1,07/12/11,1.25,17841,United Kingdom,1.25
559807,22726,ALARM CLOCK BAKELIKE GREEN,1,07/12/11,3.75,17841,United Kingdom,3.75
559807,23291,DOLLY GIRL CHILDRENS CUP,3,07/12/11,1.25,17841,United Kingdom,3.75
559807,22663,JUMBO BAG DOLLY GIRL DESIGN,2,07/12/11,2.08,17841,United Kingdom,4.16
559809,22507,MEMO BOARD RETROSPOT DESIGN,1,07/12/11,4.95,16409,United Kingdom,4.95
559811,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,07/12/11,2.95,13269,United Kingdom,17.7
559812,84510A,SET OF 4 ENGLISH ROSE COASTERS,3,07/12/11,1.25,15051,United Kingdom,3.75
559824,23321,SMALL WHITE HEART OF WICKER,5,07/12/11,1.65,17576,United Kingdom,8.25
559824,22607,WOODEN ROUNDERS GARDEN SET,2,07/12/11,9.95,17576,United Kingdom,19.9
559834,22672,FRENCH BATHROOM SIGN BLUE METAL,12,13/07/11,1.65,12576,Poland,19.8
559866,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,13/07/11,8.50,15795,United Kingdom,17
559866,20711,JUMBO BAG TOYS,10,13/07/11,2.08,15795,United Kingdom,20.8
559866,22714,CARD BIRTHDAY COWBOY,12,13/07/11,0.42,15795,United Kingdom,5.04
559866,16161P,WRAP ENGLISH ROSE,25,13/07/11,0.42,15795,United Kingdom,10.5
559878,84818,DANISH ROSE PHOTO FRAME,2,13/07/11,0.79,15493,United Kingdom,1.58
559884,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,24,13/07/11,0.39,16843,United Kingdom,9.36
559884,21395,BLUE POLKADOT BEAKER,48,13/07/11,0.39,16843,United Kingdom,18.72
559888,84879,ASSORTED COLOUR BIRD ORNAMENT,24,13/07/11,1.69,16450,United Kingdom,40.56
559894,21374,MIRRORED WALL ART SKULLS,3,13/07/11,1.25,14159,United Kingdom,3.75
559894,47559B,TEA TIME OVEN GLOVE,2,13/07/11,1.25,14159,United Kingdom,2.5
559898,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,13/07/11,0.85,16225,United Kingdom,1.7
559902,23112,PARISIENNE CURIO CABINET,1,13/07/11,7.50,14502,United Kingdom,7.5
559902,22342,HOME GARLAND PAINTED ZINC,2,13/07/11,0.75,14502,United Kingdom,1.5
559906,21314,SMALL GLASS HEART TRINKET POT,8,13/07/11,2.10,18219,United Kingdom,16.8
559921,22625,RED KITCHEN SCALES,1,13/07/11,8.50,13667,United Kingdom,8.5
559921,82552,WASHROOM METAL SIGN,2,13/07/11,1.45,13667,United Kingdom,2.9
559921,23300,GARDENERS KNEELING PAD CUP OF TEA,1,13/07/11,1.65,13667,United Kingdom,1.65
559921,21708,FOLDING UMBRELLA CREAM POLKADOT,1,13/07/11,4.95,13667,United Kingdom,4.95
559922,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,48,13/07/11,1.25,14400,United Kingdom,60
559929,22485,SET OF 2 WOODEN MARKET CRATES,2,14/07/11,12.75,14265,Unspecified,25.5
559930,22699,ROSES REGENCY TEACUP AND SAUCER,6,14/07/11,2.95,17738,United Kingdom,17.7
559933,21034,REX CASH+CARRY JUMBO SHOPPER,2,14/07/11,0.95,16719,United Kingdom,1.9
559933,21498,RED RETROSPOT WRAP,25,14/07/11,0.42,16719,United Kingdom,10.5
559981,71459,HANGING JAM JAR T-LIGHT HOLDER,12,14/07/11,0.85,14562,United Kingdom,10.2
559982,47566B,TEA TIME PARTY BUNTING,4,14/07/11,4.95,12915,United Kingdom,19.8
559984,15056BL,EDWARDIAN PARASOL BLACK,1,14/07/11,5.95,16657,United Kingdom,5.95
559984,10133,COLOURING PENCILS BROWN TUBE,25,14/07/11,0.42,16657,United Kingdom,10.5
559988,22434,BALLOON PUMP WITH 10 BALLOONS,1,14/07/11,1.95,15402,United Kingdom,1.95
559991,21246,RED RETROSPOT BIG BOWL,1,14/07/11,4.95,14527,United Kingdom,4.95
560018,22624,IVORY KITCHEN SCALES,6,14/07/11,8.50,15987,United Kingdom,51
560024,35923,CANDY HEART HANGING DECORATION,4,14/07/11,0.39,15005,United Kingdom,1.56
560024,23204,CHARLOTTE BAG APPLES DESIGN,10,14/07/11,0.85,15005,United Kingdom,8.5
560024,37448,CERAMIC CAKE DESIGN SPOTTED MUG,2,14/07/11,1.49,15005,United Kingdom,2.98
560025,22663,JUMBO BAG DOLLY GIRL DESIGN,1,14/07/11,2.08,18283,United Kingdom,2.08
560026,21669,BLUE STRIPE CERAMIC DRAWER KNOB,2,14/07/11,1.25,16928,United Kingdom,2.5
560033,22576,SWALLOW WOODEN CHRISTMAS DECORATION,12,14/07/11,0.85,12388,Australia,10.2
560033,23249,VINTAGE RED ENAMEL TRIM PLATE,12,14/07/11,1.65,12388,Australia,19.8
560035,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",25,14/07/11,1.25,17706,United Kingdom,31.25
560035,17003,BROCADE RING PURSE,36,14/07/11,0.29,17706,United Kingdom,10.44
560036,23172,REGENCY TEA PLATE PINK,12,14/07/11,1.65,14911,EIRE,19.8
560036,48187,DOORMAT NEW ENGLAND,2,14/07/11,7.95,14911,EIRE,15.9
560047,21509,COWBOYS AND INDIANS BIRTHDAY CARD,12,14/07/11,0.42,17259,United Kingdom,5.04
560047,85099C,JUMBO BAG BAROQUE BLACK WHITE,1,14/07/11,2.08,17259,United Kingdom,2.08
560049,23112,PARISIENNE CURIO CABINET,2,14/07/11,7.50,14857,United Kingdom,15
560086,16048,TEATIME ROUND PENCIL SHARPENER,24,14/07/11,0.12,15839,United Kingdom,2.88
560105,22219,LOVEBIRD HANGING DECORATION WHITE,5,14/07/11,0.85,16794,United Kingdom,4.25
560105,23209,LUNCH BAG DOILEY PATTERN,5,14/07/11,1.65,16794,United Kingdom,8.25
560109,84251G,"GREETING CARD, OVERCROWDED POOL.",12,15/07/11,0.19,13491,United Kingdom,2.28
560118,82482,WOODEN PICTURE FRAME WHITE FINISH,12,15/07/11,2.55,16818,United Kingdom,30.6
560125,47566,PARTY BUNTING,1,15/07/11,4.95,18118,United Kingdom,4.95
560145,23177,TREASURE ISLAND BOOK BOX,8,15/07/11,2.25,13381,United Kingdom,18
560145,23240,SET OF 4 KNICK KNACK TINS DOILEY,6,15/07/11,4.15,13381,United Kingdom,24.9
560186,23229,VINTAGE DONKEY TAIL GAME,1,15/07/11,3.75,17266,United Kingdom,3.75
560207,22662,LUNCH BAG DOLLY GIRL DESIGN,10,15/07/11,1.65,15301,United Kingdom,16.5
560207,22630,DOLLY GIRL LUNCH BOX,12,15/07/11,1.95,15301,United Kingdom,23.4
560207,85135C,RED DRAGONFLY HELICOPTER,2,15/07/11,7.95,15301,United Kingdom,15.9
560209,23050,RECYCLED ACAPULCO MAT GREEN,1,15/07/11,8.25,15004,United Kingdom,8.25
560209,22139,RETROSPOT TEA SET CERAMIC 11 PC,2,15/07/11,4.95,15004,United Kingdom,9.9
560209,21927,BLUE/CREAM STRIPE CUSHION COVER,6,15/07/11,1.25,15004,United Kingdom,7.5
560209,85178,VICTORIAN SEWING KIT,2,15/07/11,1.25,15004,United Kingdom,2.5
560222,22714,CARD BIRTHDAY COWBOY,12,15/07/11,0.42,14293,United Kingdom,5.04
560223,23284,DOORMAT KEEP CALM AND COME IN,1,15/07/11,7.95,16904,United Kingdom,7.95
560224,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,15/07/11,0.65,14572,United Kingdom,5.2
560224,22742,MAKE YOUR OWN PLAYTIME CARD KIT,1,15/07/11,2.95,14572,United Kingdom,2.95
560228,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,10,15/07/11,0.85,17750,United Kingdom,8.5
560233,21901,"KEY FOB , BACK DOOR",2,17/07/11,0.65,16813,United Kingdom,1.3
560233,23209,LUNCH BAG DOILEY PATTERN,2,17/07/11,1.65,16813,United Kingdom,3.3
560237,22199,FRYING PAN RED RETROSPOT,4,17/07/11,4.25,15281,United Kingdom,17
560241,15056N,EDWARDIAN PARASOL NATURAL,6,17/07/11,5.95,13967,United Kingdom,35.7
560244,82581,TOILET METAL SIGN,3,17/07/11,0.55,16931,United Kingdom,1.65
560251,20770,ABSTRACT CIRCLE JOURNAL,3,17/07/11,2.55,17774,United Kingdom,7.65
560251,22630,DOLLY GIRL LUNCH BOX,3,17/07/11,1.95,17774,United Kingdom,5.85
560253,21539,RED RETROSPOT BUTTER DISH,3,17/07/11,4.95,13993,United Kingdom,14.85
560255,22192,BLUE DINER WALL CLOCK,1,17/07/11,8.50,16054,United Kingdom,8.5
560256,16016,LARGE CHINESE STYLE SCISSOR,2,17/07/11,0.85,14462,United Kingdom,1.7
560259,22356,CHARLOTTE BAG PINK POLKADOT,10,17/07/11,0.85,13654,United Kingdom,8.5
560260,22367,CHILDRENS APRON SPACEBOY DESIGN,1,17/07/11,1.95,14044,United Kingdom,1.95
560262,22182,CAKE STAND VICTORIAN FILIGREE SMALL,13,17/07/11,4.95,14224,United Kingdom,64.35
560271,35646,VINTAGE BEAD PINK EVENING BAG,1,17/07/11,1.25,16474,United Kingdom,1.25
560273,22029,SPACEBOY BIRTHDAY CARD,12,17/07/11,0.42,14895,United Kingdom,5.04
560274,23342,MINT DINER WALL CLOCK,2,17/07/11,8.50,14895,United Kingdom,17
560281,22489,PACK OF 12 TRADITIONAL CRAYONS,5,17/07/11,0.42,17984,United Kingdom,2.1
560284,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,18/07/11,1.25,13705,United Kingdom,15
560288,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,18/07/11,4.95,15845,United Kingdom,29.7
560295,21544,SKULLS WATER TRANSFER TATTOOS,72,18/07/11,0.85,16681,United Kingdom,61.2
560300,90031,BILI NUT AND WOOD NECKLACE,6,18/07/11,1.00,14911,EIRE,6
560359,21154,RED RETROSPOT OVEN GLOVE,2,18/07/11,1.25,14159,United Kingdom,2.5
560359,23198,PANTRY MAGNETIC SHOPPING LIST,1,18/07/11,1.45,14159,United Kingdom,1.45
560359,35923,CANDY HEART HANGING DECORATION,5,18/07/11,0.39,14159,United Kingdom,1.95
560366,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,18/07/11,1.25,16859,United Kingdom,15
560368,22553,PLASTERS IN TIN SKULLS,1,18/07/11,1.65,17841,United Kingdom,1.65
560368,21756,BATH BUILDING BLOCK WORD,1,18/07/11,5.95,17841,United Kingdom,5.95
560383,22112,CHOCOLATE HOT WATER BOTTLE,3,18/07/11,4.95,16762,United Kingdom,14.85
560383,22960,JAM MAKING SET WITH JARS,12,18/07/11,3.75,16762,United Kingdom,45
560385,21088,SET/6 FRUIT SALAD PAPER CUPS,5,18/07/11,0.19,14583,United Kingdom,0.95
